"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","country","city","date","revenue_30"
"656",966910,"el Poble Sec",41.37311,2.16836,"Apartment","Entire home/apt",2,1,2,102,1,365,30,"spain","barcelona","2020-07-17",0
"657",967346,"l'Antiga Esquerra de l'Eixample",41.38556,2.16229,"Apartment","Entire home/apt",13,5,10,300,3,60,22,"spain","barcelona","2020-07-17",2400
"658",972000,"Sant Martí de Provençals",41.42176,2.19656,"Apartment","Private room",4,2,2,39,1,90,6,"spain","barcelona","2020-07-17",936
"659",972024,"la Dreta de l'Eixample",41.38594,2.16732,"Apartment","Entire home/apt",13,4,10,320,4,90,30,"spain","barcelona","2020-07-17",0
"660",973013,"la Sagrada Família",41.41012,2.1759,"Apartment","Entire home/apt",3,1,2,73,4,365,29,"spain","barcelona","2020-07-17",73
"661",976595,"la Dreta de l'Eixample",41.39021,2.16495,"Apartment","Entire home/apt",4,2,3,186,3,30,30,"spain","barcelona","2020-07-17",0
"662",977496,"la Sagrada Família",41.40647,2.17846,"Apartment","Entire home/apt",6,2,3,145,2,1125,6,"spain","barcelona","2020-07-17",3480
"663",977631,"l'Antiga Esquerra de l'Eixample",41.39185,2.15272,"Apartment","Entire home/apt",2,1,1,60,1,1125,17,"spain","barcelona","2020-07-17",780
"664",977745,"les Corts",41.38305,2.13447,"Loft","Entire home/apt",3,2,2,60,1,1125,17,"spain","barcelona","2020-07-17",780
"665",978990,"el Barri Gòtic",41.3835,2.17204,"Apartment","Private room",2,1,1,49,3,1125,4,"spain","barcelona","2020-07-17",1274
"666",979073,"el Camp d'en Grassot i Gràcia Nova",41.40272,2.16443,"Apartment","Entire home/apt",4,2,3,86,1,30,0,"spain","barcelona","2020-07-17",2580
"667",979914,"Sant Antoni",41.3815,2.15877,"Apartment","Entire home/apt",5,3,3,130,2,32,0,"spain","barcelona","2020-07-17",3900
"668",982492,"l'Antiga Esquerra de l'Eixample",41.39223,2.15559,"Apartment","Entire home/apt",8,3,5,257,3,1125,29,"spain","barcelona","2020-07-17",257
"669",982915,"el Camp d'en Grassot i Gràcia Nova",41.4045,2.16631,"Apartment","Entire home/apt",6,3,3,59,3,60,25,"spain","barcelona","2020-07-17",295
