"","country","city","date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30"
"198","belgium","antwerp","2020-05-27",6418099,"Borgerhout Intra Muros Zuid",51.21538,4.42761,"Townhouse","Private room",2,1,2,56,2,1125,30
"199","belgium","antwerp","2020-05-27",6428108,"Harmonie",51.20117,4.40684,"Apartment","Entire home/apt",2,1,1,105,5,1125,0
"200","belgium","antwerp","2020-05-27",6463582,"Stuivenberg",51.22061,4.43441,"Apartment","Private room",4,2,2,41,3,180,0
"201","belgium","antwerp","2020-05-27",6482819,"Universiteitsbuurt",51.22045,4.40685,"Apartment","Private room",1,1,1,30,1,1125,0
"202","belgium","antwerp","2020-05-27",6531704,"Historisch Centrum",51.22608,4.4037,"Townhouse","Entire home/apt",2,1,1,95,2,1125,0
"203","belgium","antwerp","2020-05-27",6545997,"Amandus - Atheneum",51.22376,4.41753,"Apartment","Entire home/apt",2,1,1,69,1,4,0
"204","belgium","antwerp","2020-05-27",6584668,"Stadspark",51.20914,4.41327,"Townhouse","Entire home/apt",10,6,8,400,2,30,0
"205","belgium","antwerp","2020-05-27",6585827,"Centraal Station",51.21614,4.42675,"House","Private room",1,1,2,38,2,1125,30
"206","belgium","antwerp","2020-05-27",6656058,"Hoogte",51.17329,4.39577,"Apartment","Entire home/apt",5,2,4,95,1,1125,0
"207","belgium","antwerp","2020-05-27",6657248,"Universiteitsbuurt",51.22079,4.40573,"House","Private room",2,1,1,45,1,8,0
"208","belgium","antwerp","2020-05-27",6670508,"Theaterbuurt-Meir",51.21915,4.40721,"Apartment","Entire home/apt",2,1,1,100,2,365,20
"209","belgium","antwerp","2020-05-27",6672914,"Eilandje",51.23095,4.40589,"Apartment","Entire home/apt",3,1,2,65,2,1125,27
"210","belgium","antwerp","2020-05-27",6700898,"Borgerhout Intra Muros Zuid",51.21458,4.42861,"House","Private room",1,1,1,49,2,1125,30
"211","belgium","antwerp","2020-05-27",6721982,"Dam",51.2321,4.42467,"Apartment","Entire home/apt",2,1,0,52,3,1125,0
"212","belgium","antwerp","2020-05-27",6821808,"Stuivenberg",51.22018,4.42919,"Apartment","Entire home/apt",2,1,1,60,2,62,0
"213","belgium","antwerp","2020-05-27",6833081,"Zuid",51.20697,4.38598,"Apartment","Entire home/apt",2,1,1,48,3,1125,0
"214","belgium","antwerp","2020-05-27",6919227,"Oud - Berchem",51.20143,4.4329,"House","Entire home/apt",13,4,16,44,1,1125,30
"215","belgium","antwerp","2020-05-27",6984717,"Theaterbuurt-Meir",51.21019,4.40555,"Apartment","Entire home/apt",4,2,3,60,2,1125,0
"216","belgium","antwerp","2020-05-27",6988851,"Zuid",51.2115,4.39879,"Apartment","Entire home/apt",2,1,1,86,2,65,30
"217","belgium","antwerp","2020-05-27",7027563,"Nieuw - Kwartier West",51.18986,4.42491,"Apartment","Entire home/apt",3,0,2,55,2,365,9
"218","belgium","antwerp","2020-05-27",7041474,"Stuivenberg",51.22121,4.43052,"House","Private room",2,1,1,25,1,1125,28
"219","belgium","antwerp","2020-05-27",7067067,"Borgerhout Intra Muros Zuid",51.21528,4.42754,"Townhouse","Private room",2,1,1,45,2,1125,30
"220","belgium","antwerp","2020-05-27",7081768,"Brederode",51.20681,4.39787,"Apartment","Private room",1,1,1,25,1,30,0
"221","belgium","antwerp","2020-05-27",7109647,"Zuid",51.21098,4.39578,"Apartment","Entire home/apt",4,3,4,95,1,1125,0
"222","belgium","antwerp","2020-05-27",7123771,"Theaterbuurt-Meir",51.21662,4.40192,"Apartment","Entire home/apt",6,2,4,80,2,15,15
"223","belgium","antwerp","2020-05-27",7226438,"Universiteitsbuurt",51.22627,4.41291,"Apartment","Private room",1,1,1,28,1,1125,0
"224","belgium","antwerp","2020-05-27",7262234,"Amandus - Atheneum",51.2238,4.42055,"Apartment","Entire home/apt",2,1,1,49,2,200,13
"225","belgium","antwerp","2020-05-27",7264367,"Oud - Berchem",51.1998,4.43277,"Hostel","Hotel room",16,1,20,33,1,1125,30
"226","belgium","antwerp","2020-05-27",7264462,"Oud - Berchem",51.20097,4.43159,"Hotel","Private room",16,4,16,1150,1,1125,0
"227","belgium","antwerp","2020-05-27",7298059,"Borgerhout Intra Muros Zuid",51.21182,4.4339,"Apartment","Entire home/apt",2,1,1,40,1,1125,0
"228","belgium","antwerp","2020-05-27",7298474,"Amandus - Atheneum",51.22375,4.4216,"Apartment","Entire home/apt",2,1,1,52,2,1125,26
"229","belgium","antwerp","2020-05-27",7342924,"Universiteitsbuurt",51.22077,4.41521,"Apartment","Entire home/apt",3,1,2,50,2,1125,0
"230","belgium","antwerp","2020-05-27",7360276,"Markgrave",51.2005,4.40253,"Townhouse","Private room",2,1,1,34,2,31,0
"231","belgium","antwerp","2020-05-27",7365174,"Deurne Zuid West",51.20915,4.45426,"House","Private room",2,1,1,42,1,1125,22
"232","belgium","antwerp","2020-05-27",7395215,"Dam",51.23237,4.42278,"Apartment","Entire home/apt",4,2,2,85,4,1124,0
"233","belgium","antwerp","2020-05-27",7427332,"Amandus - Atheneum",51.22023,4.42385,"Apartment","Entire home/apt",2,0,1,56,3,1125,0
"234","belgium","antwerp","2020-05-27",7443226,"Deurne Zuid Oost",51.19645,4.4634,"House","Private room",2,1,1,99,1,1125,30
"235","belgium","antwerp","2020-05-27",7461110,"Oud - Berchem",51.20037,4.43316,"Boutique hotel","Private room",6,4,5,44,1,1125,30
"236","belgium","antwerp","2020-05-27",7485876,"Historisch Centrum",51.22136,4.40363,"House","Entire home/apt",2,1,1,87,3,15,24
"237","belgium","antwerp","2020-05-27",7497483,"Stadspark",51.2077,4.4152,"Apartment","Entire home/apt",2,1,1,100,1,1125,0
"238","belgium","antwerp","2020-05-27",7506876,"Universiteitsbuurt",51.22158,4.40746,"Apartment","Entire home/apt",2,0,1,39,1,1125,0
"239","belgium","antwerp","2020-05-27",7513572,"Deurne Dorp - Gallifort",51.22191,4.46189,"Townhouse","Entire home/apt",2,1,1,60,1,1125,28
"240","belgium","antwerp","2020-05-27",7521050,"Zuid",51.21028,4.39586,"Apartment","Entire home/apt",3,2,2,91,2,1125,0
"241","belgium","antwerp","2020-05-27",7534470,"Theaterbuurt-Meir",51.21097,4.40203,"Apartment","Private room",3,1,1,28,2,1125,29
"242","belgium","antwerp","2020-05-27",7551621,"Zuid",51.20999,4.39749,"Apartment","Private room",1,1,1,36,1,10,4
"243","belgium","antwerp","2020-05-27",7552929,"Borgerhout Intra Muros Noord",51.2184,4.44352,"Apartment","Entire home/apt",2,1,1,60,2,1125,13
"244","belgium","antwerp","2020-05-27",7586830,"Zurenborg",51.20653,4.43204,"Apartment","Private room",2,1,1,40,1,1125,0
"245","belgium","antwerp","2020-05-27",7613703,"Theaterbuurt-Meir",51.21649,4.41314,"Apartment","Entire home/apt",2,1,1,50,2,1125,0
"246","belgium","antwerp","2020-05-27",7614218,"Petroleum - Zuid",51.19629,4.39048,"Apartment","Entire home/apt",10,5,10,50,3,1000,26
"247","belgium","antwerp","2020-05-27",7618448,"Borgerhout Intra Muros Noord",51.21859,4.43851,"House","Private room",1,1,1,24,1,7,0
"248","belgium","antwerp","2020-05-27",7630221,"Haringrode",51.20721,4.42028,"Apartment","Entire home/apt",2,1,1,53,2,1125,0
"249","belgium","antwerp","2020-05-27",7649576,"Markgrave",51.19786,4.40675,"Apartment","Entire home/apt",2,1,1,69,2,16,30
"250","belgium","antwerp","2020-05-27",7724259,"Borgerhout Intra Muros Zuid",51.21334,4.43175,"Villa","Entire home/apt",6,3,3,500,2,1125,0
"251","belgium","antwerp","2020-05-27",7738154,"Centraal Station",51.21279,4.42732,"Apartment","Entire home/apt",2,1,1,62,3,360,0
"252","belgium","antwerp","2020-05-27",7759657,"Historisch Centrum",51.22374,4.40567,"Apartment","Entire home/apt",2,1,1,66,5,1125,26
"253","belgium","antwerp","2020-05-27",7814882,"Historisch Centrum",51.22455,4.40301,"Apartment","Entire home/apt",2,1,1,75,1,1125,30
"254","belgium","antwerp","2020-05-27",7819865,"Sint-Andries",51.21626,4.39674,"Loft","Entire home/apt",2,1,1,75,1,1125,0
"255","belgium","antwerp","2020-05-27",7845537,"Borgerhout Intra Muros Zuid",51.21382,4.44242,"Apartment","Private room",1,1,1,29,1,1125,0
"256","belgium","antwerp","2020-05-27",7892353,"Zuid",51.21109,4.38933,"Apartment","Entire home/apt",4,2,2,120,2,1125,21
"257","belgium","antwerp","2020-05-27",7909292,"Historisch Centrum",51.2238,4.40239,"House","Entire home/apt",10,3,9,275,2,1125,0
"258","belgium","antwerp","2020-05-27",7934136,"Oud - Berchem",51.19431,4.41833,"House","Entire home/apt",5,3,5,80,1,1125,0
"259","belgium","antwerp","2020-05-27",7965720,"Universiteitsbuurt",51.22071,4.40584,"House","Private room",2,1,2,60,1,7,0
"260","belgium","antwerp","2020-05-27",7977950,"Brederode",51.20128,4.39721,"Apartment","Private room",2,1,1,38,2,1125,0
"261","belgium","antwerp","2020-05-27",8024200,"Theaterbuurt-Meir",51.21212,4.4079,"Apartment","Entire home/apt",2,0,1,75,2,365,0
"262","belgium","antwerp","2020-05-27",8033857,"Stadspark",51.21548,4.41439,"Apartment","Entire home/apt",2,0,1,45,2,1125,0
"263","belgium","antwerp","2020-05-27",8048327,"Harmonie",51.20659,4.40625,"House","Private room",1,1,1,30,14,21,0
"264","belgium","antwerp","2020-05-27",8094749,"Haringrode",51.20531,4.42083,"Loft","Entire home/apt",4,1,1,171,1,1125,30
"265","belgium","antwerp","2020-05-27",8104534,"Borgerhout Intra Muros Zuid",51.21096,4.44197,"Yurt","Entire home/apt",6,1,2,36,1,1125,30
"266","belgium","antwerp","2020-05-27",8179789,"Kiel",51.18526,4.38528,"House","Private room",3,2,2,40,6,1125,25
"267","belgium","antwerp","2020-05-27",8240785,"Harmonie",51.20373,4.40558,"House","Private room",2,1,1,46,2,7,30
"268","belgium","antwerp","2020-05-27",8315962,"Amandus - Atheneum",51.2204,4.42643,"Apartment","Private room",2,1,1,20,2,1125,0
"269","belgium","antwerp","2020-05-27",8360000,"Historisch Centrum",51.22457,4.40235,"Apartment","Entire home/apt",3,1,1,58,2,1125,16
"270","belgium","antwerp","2020-05-27",8366368,"Borgerhout Extra Muros",51.20984,4.45306,"House","Private room",1,1,1,35,1,1125,0
"271","belgium","antwerp","2020-05-27",8378393,"Ekeren Centrum",51.28618,4.41966,"House","Private room",2,1,1,24,1,1125,0
"272","belgium","antwerp","2020-05-27",8384067,"Zuid",51.21342,4.39096,"Apartment","Entire home/apt",5,2,4,79,2,1125,0
"273","belgium","antwerp","2020-05-27",8423451,"Zurenborg",51.20702,4.43058,"Apartment","Entire home/apt",1,1,1,38,2,1125,0
"274","belgium","antwerp","2020-05-27",8436077,"Amandus - Atheneum",51.22651,4.42413,"Apartment","Private room",2,1,1,30,2,22,0
"275","belgium","antwerp","2020-05-27",8473696,"Eilandje",51.22846,4.40489,"House","Entire home/apt",2,1,2,93,1,10,30
"276","belgium","antwerp","2020-05-27",8499321,"Harmonie",51.20898,4.40668,"Apartment","Entire home/apt",2,1,1,70,2,1125,0
"277","belgium","antwerp","2020-05-27",8514381,"Stadspark",51.21777,4.41577,"Apartment","Entire home/apt",2,0,1,49,2,1125,18
"278","belgium","antwerp","2020-05-27",8535336,"Universiteitsbuurt",51.22082,4.41018,"Apartment","Entire home/apt",4,1,2,50,1,1125,0
"279","belgium","antwerp","2020-05-27",8549169,"Amandus - Atheneum",51.22426,4.42487,"Apartment","Entire home/apt",4,1,1,50,1,7,0
"280","belgium","antwerp","2020-05-27",8572907,"Borgerhout Intra Muros Zuid",51.20951,4.43701,"House","Private room",2,1,1,60,2,1125,0
"281","belgium","antwerp","2020-05-27",8587634,"Amandus - Atheneum",51.22328,4.41895,"House","Entire home/apt",4,1,3,50,3,1125,8
"282","belgium","antwerp","2020-05-27",8599666,"Theaterbuurt-Meir",51.21314,4.40439,"Apartment","Entire home/apt",5,2,3,80,1,1125,0
"283","belgium","antwerp","2020-05-27",8605552,"Oud - Berchem",51.19583,4.4214,"Apartment","Entire home/apt",13,5,8,350,2,1125,0
"284","belgium","antwerp","2020-05-27",8725792,"Stadspark",51.21008,4.40944,"Apartment","Entire home/apt",3,1,2,70,3,365,30
"285","belgium","antwerp","2020-05-27",8751883,"Polder",51.3494,4.34242,"House","Entire home/apt",16,8,16,400,2,1125,12
"286","belgium","antwerp","2020-05-27",8757097,"Zuid",51.20781,4.39219,"Apartment","Entire home/apt",2,1,1,75,2,100,0
"287","belgium","antwerp","2020-05-27",8766126,"Historisch Centrum",51.22394,4.40172,"Apartment","Entire home/apt",2,0,1,60,1,1125,30
"288","belgium","antwerp","2020-05-27",8768957,"Stuivenberg",51.22785,4.42907,"Apartment","Entire home/apt",2,1,1,54,2,1125,6
"289","belgium","antwerp","2020-05-27",8769507,"Zuid",51.21033,4.39749,"Loft","Entire home/apt",2,1,1,99,2,1125,0
"290","belgium","antwerp","2020-05-27",8772155,"Zuid",51.20788,4.38686,"Apartment","Entire home/apt",4,2,2,140,3,1125,24
"291","belgium","antwerp","2020-05-27",8836008,"Theaterbuurt-Meir",51.21518,4.40874,"Apartment","Entire home/apt",2,1,1,85,1,1125,30
"292","belgium","antwerp","2020-05-27",8853612,"Centraal Station",51.21697,4.42542,"Loft","Entire home/apt",2,1,1,79,1,15,30
"293","belgium","antwerp","2020-05-27",8865330,"Oud - Berchem",51.19882,4.41573,"Apartment","Entire home/apt",4,1,2,75,2,1125,12
"294","belgium","antwerp","2020-05-27",8877884,"Zuid",51.21043,4.39652,"Apartment","Entire home/apt",2,1,1,72,2,100,17
"295","belgium","antwerp","2020-05-27",8929714,"Centraal Station",51.21721,4.41932,"Apartment","Private room",2,1,1,30,1,1125,30
"296","belgium","antwerp","2020-05-27",8959933,"Sint-Andries",51.21391,4.39384,"Apartment","Entire home/apt",3,2,3,65,14,1125,0
"297","belgium","antwerp","2020-05-27",8965535,"Zuid",51.2082,4.38983,"Loft","Entire home/apt",2,1,1,69,2,1125,11
"298","belgium","antwerp","2020-05-27",8977020,"Zuid",51.2082,4.38949,"Apartment","Entire home/apt",2,1,1,100,2,1125,0
"299","belgium","antwerp","2020-05-27",9054597,"Zurenborg",51.20921,4.42533,"Apartment","Entire home/apt",2,1,1,65,3,40,0
"300","belgium","antwerp","2020-05-27",9063100,"Historisch Centrum",51.22224,4.40367,"Apartment","Entire home/apt",5,2,4,145,2,31,16
"301","belgium","antwerp","2020-05-27",9103493,"Stuivenberg",51.22123,4.42869,"Apartment","Private room",1,1,1,20,1,1125,0
"302","belgium","antwerp","2020-05-27",9146046,"Eilandje",51.23315,4.4106,"Apartment","Private room",1,1,1,30,30,1125,30
"303","belgium","antwerp","2020-05-27",9170457,"Universiteitsbuurt",51.22182,4.4055,"Villa","Entire home/apt",8,3,12,210,1,1125,0
"304","belgium","antwerp","2020-05-27",9181548,"Historisch Centrum",51.22293,4.40349,"Villa","Entire home/apt",4,2,3,95,1,1125,22
"305","belgium","antwerp","2020-05-27",9184773,"Zuid",51.21137,4.39912,"Apartment","Entire home/apt",2,1,1,75,2,1125,0
"306","belgium","antwerp","2020-05-27",9193370,"Markgrave",51.19979,4.39705,"Loft","Entire home/apt",3,1,2,80,2,1125,25
"307","belgium","antwerp","2020-05-27",9194055,"Amandus - Atheneum",51.22198,4.42113,"House","Private room",2,2,2,50,1,15,27
"308","belgium","antwerp","2020-05-27",9285217,"Rivierenhof",51.21228,4.46266,"Apartment","Entire home/apt",4,1,1,64,2,4,0
"309","belgium","antwerp","2020-05-27",9299137,"Ekeren Centrum",51.28335,4.41879,"House","Private room",2,1,1,109,1,1125,30
"310","belgium","antwerp","2020-05-27",9317518,"Harmonie",51.20851,4.40583,"Apartment","Private room",2,1,1,16,7,55,0
"311","belgium","antwerp","2020-05-27",9357512,"Amandus - Atheneum",51.2195,4.42151,"Condominium","Entire home/apt",2,1,1,63,2,5,0
"312","belgium","antwerp","2020-05-27",9382319,"Theaterbuurt-Meir",51.21179,4.40615,"Apartment","Entire home/apt",2,1,1,105,5,1125,28
"313","belgium","antwerp","2020-05-27",9403972,"Amandus - Atheneum",51.22393,4.41956,"House","Entire home/apt",4,2,4,80,2,1125,29
"314","belgium","antwerp","2020-05-27",9444009,"Historisch Centrum",51.2271,4.40262,"Condominium","Private room",2,1,2,80,1,1125,29
"315","belgium","antwerp","2020-05-27",9444419,"Zuid",51.21233,4.39235,"Apartment","Entire home/apt",8,4,4,298,1,800,19
"316","belgium","antwerp","2020-05-27",9448044,"Historisch Centrum",51.22174,4.40493,"Villa","Entire home/apt",6,3,5,225,1,1125,28
"317","belgium","antwerp","2020-05-27",9487949,"Amandus - Atheneum",51.22572,4.41758,"Apartment","Private room",1,1,1,21,2,1125,30
"318","belgium","antwerp","2020-05-27",9489437,"Theaterbuurt-Meir",51.21129,4.40431,"Apartment","Entire home/apt",2,1,1,70,21,1125,0
"319","belgium","antwerp","2020-05-27",9582616,"Borgerhout Extra Muros",51.20127,4.44463,"Apartment","Entire home/apt",6,2,3,95,2,180,0
"320","belgium","antwerp","2020-05-27",9619974,"Harmonie",51.19948,4.41174,"Apartment","Private room",2,1,1,25,1,1125,0
"321","belgium","antwerp","2020-05-27",9663201,"Eilandje",51.23537,4.41257,"Apartment","Entire home/apt",4,2,2,100,1,1125,0
"322","belgium","antwerp","2020-05-27",9709170,"Merksem - Heide",51.25185,4.456,"Apartment","Entire home/apt",3,1,1,30,1,1125,0
"323","belgium","antwerp","2020-05-27",9750469,"Deurne Dorp - Gallifort",51.22773,4.46964,"Apartment","Entire home/apt",2,1,1,39,1,1125,0
"324","belgium","antwerp","2020-05-27",9790385,"Theaterbuurt-Meir",51.21952,4.41415,"Apartment","Entire home/apt",4,1,1,65,2,120,3
"325","belgium","antwerp","2020-05-27",9809677,"Universiteitsbuurt",51.22679,4.41105,"Townhouse","Private room",3,1,3,34,1,1125,30
"326","belgium","antwerp","2020-05-27",9809688,"Universiteitsbuurt",51.22609,4.40984,"Townhouse","Private room",2,1,0,34,1,1125,30
"327","belgium","antwerp","2020-05-27",9819102,"Stadspark",51.20962,4.42297,"Townhouse","Entire home/apt",4,3,4,90,5,10,0
"328","belgium","antwerp","2020-05-27",9841738,"Stadspark",51.21116,4.41155,"Apartment","Entire home/apt",3,1,1,34,3,30,0
"329","belgium","antwerp","2020-05-27",9854143,"Universiteitsbuurt",51.22214,4.4083,"Apartment","Entire home/apt",2,1,2,55,1,1120,12
"330","belgium","antwerp","2020-05-27",9871590,"Oud - Berchem",51.20128,4.43328,"House","Shared room",16,1,40,44,1,1125,30
"331","belgium","antwerp","2020-05-27",9872230,"Oud - Berchem",51.19986,4.43176,"Apartment","Private room",16,4,16,60,1,1125,30
"332","belgium","antwerp","2020-05-27",9894701,"Universiteitsbuurt",51.22085,4.41057,"Apartment","Entire home/apt",2,1,1,70,2,1125,0
"333","belgium","antwerp","2020-05-27",9911612,"Universiteitsbuurt",51.22614,4.41203,"Townhouse","Private room",4,1,0,28,1,365,30
"334","belgium","antwerp","2020-05-27",9911713,"Universiteitsbuurt",51.22643,4.41102,"Townhouse","Private room",4,1,3,34,1,1125,28
"335","belgium","antwerp","2020-05-27",9911810,"Universiteitsbuurt",51.22558,4.40987,"Townhouse","Private room",2,1,1,36,1,1125,30
"336","belgium","antwerp","2020-05-27",9913124,"Historisch Centrum",51.22019,4.40334,"Loft","Entire home/apt",6,1,6,159,2,100,29
"337","belgium","antwerp","2020-05-27",9920937,"Zuid",51.20937,4.39018,"Apartment","Entire home/apt",2,1,1,75,1,1125,0
"338","belgium","antwerp","2020-05-27",10004342,"Nieuw - Kwartier West",51.18098,4.42446,"Apartment","Entire home/apt",3,1,1,45,3,31,0
"339","belgium","antwerp","2020-05-27",10015096,"Theaterbuurt-Meir",51.21225,4.40518,"Apartment","Entire home/apt",4,2,3,78,2,28,30
"340","belgium","antwerp","2020-05-27",10050755,"Universiteitsbuurt",51.2246,4.41303,"Bed and breakfast","Hotel room",2,1,2,65,1,1125,30
"341","belgium","antwerp","2020-05-27",10170353,"Amandus - Atheneum",51.21851,4.42561,"Apartment","Entire home/apt",6,3,3,160,2,1125,30
"342","belgium","antwerp","2020-05-27",10172878,"Borgerhout Intra Muros Zuid",51.20985,4.42966,"Apartment","Entire home/apt",4,1,1,54,2,360,23
"343","belgium","antwerp","2020-05-27",10196951,"Stuivenberg",51.22232,4.43674,"House","Private room",2,1,1,25,1,1125,0
"344","belgium","antwerp","2020-05-27",10220506,"Eilandje",51.23058,4.4044,"Apartment","Entire home/apt",3,2,2,120,2,1125,0
"345","belgium","antwerp","2020-05-27",10286773,"Historisch Centrum",51.22479,4.4038,"Apartment","Entire home/apt",4,1,1,75,2,1125,18
"346","belgium","antwerp","2020-05-27",10293949,"Merksem - Heide",51.25708,4.45322,"House","Entire home/apt",4,2,2,70,1,7,0
"347","belgium","antwerp","2020-05-27",10375108,"Universiteitsbuurt",51.22198,4.40661,"Apartment","Private room",2,1,1,29,1,1125,0
"348","belgium","antwerp","2020-05-27",10411697,"Amandus - Atheneum",51.21911,4.42406,"Apartment","Entire home/apt",6,3,3,159,2,1125,29
"349","belgium","antwerp","2020-05-27",10422112,"Borgerhout Intra Muros Zuid",51.21559,4.42876,"Loft","Entire home/apt",2,1,1,130,2,1125,29
"350","belgium","antwerp","2020-05-27",10429341,"Universiteitsbuurt",51.2213,4.41272,"Apartment","Private room",2,1,1,48,3,1125,30
"351","belgium","antwerp","2020-05-27",10464942,"Borgerhout Intra Muros Zuid",51.21131,4.43845,"Townhouse","Entire home/apt",6,2,2,129,2,1125,0
"352","belgium","antwerp","2020-05-27",10582792,"Borgerhout Intra Muros Zuid",51.21533,4.42782,"House","Private room",7,4,5,110,10,1125,0
